"","long","lat","station","cmaq"
"675",-95.393,29.52,53.63,62.9442
"676",-95.473,29.044,35.25,47.5982
"677",-97.494,25.893,27.25,37.6362
"678",-96.786,33.132,95.88,80.3969
"679",-96.86,32.82,82,67.7621
"680",-96.808,32.919,89.25,72.5806
"681",-96.872,32.677,73.63,67.5488
"682",-96.53,32.78,76.75,66.8736
"683",-97.193,33.192,77.25,75.1098
"684",-97.025,32.437,66.63,63.2249
"685",-94.856,29.263,33.88,54.3581
"686",-94.713,32.382,94.13,72.8229
"687",-95.327,29.901,75,78.7162
"688",-95.126,29.802,77,59.7872
"689",-95.675,30.039,58.62,72.4682
"690",-95.284,29.827,61.38,78.7162
"691",-95.489,29.835,55,83.3173
"692",-95.474,29.624,56.75,63.988
"693",-95.494,29.695,65.5,63.988
"694",-95.268,29.626,57,69.7084
"695",-95.504,29.725,56.87,73.8992
"696",-95.317,29.733,70.63,61.098
"697",-95.35,29.753,67,61.098
"698",-95.078,29.764,79.13,59.7872
"699",-95.221,29.768,68.25,55.4464
"700",-95.257,29.733,61.5,55.4464
"701",-95.128,29.669,62.13,69.4447
"702",-95.016,29.583,64.25,67.1588
"703",-94.168,32.671,68.12,64.6142
"704",-98.083,30.215,60.63,56.1586
"705",-98.183,26.31,33.25,42.5134
"706",-98.291,26.226,35.5,42.5134
"707",-97.804,32.44,60,58.7815
"708",-96.116,33.153,76.75,64.7357
"709",-94.075,30.039,84.63,76.9469
"710",-93.988,29.894,92.63,61.1211
"711",-94.003,29.944,98.5,74.4005
"712",-94.318,29.864,70.13,66.4741
"713",-93.897,29.718,73.87,62.5602
"714",-93.955,29.865,79.25,61.1211
"715",-97.432,32.36,64.75,61.4767
"716",-96.316,32.569,65.5,64.2189
"717",-95.425,30.35,61.5,64.4114
"718",-97.434,27.765,27.38,40.4162
"719",-97.555,27.833,31.62,43.6983
"720",-93.762,30.084,78.63,83.4649
"721",-93.873,30.18,72.75,83.9804
"722",-97.906,32.869,58.88,59.426
"723",-96.459,32.936,77.63,65.3489
"724",-95.416,32.344,70.63,61.9425
"725",-97.461,32.901,65.13,66.0072
"726",-97.356,32.805,68.13,65.6286
"727",-97.282,32.922,72.12,69.4338
"728",-97.064,32.984,73.88,75.2325
"729",-97.089,32.656,58,66.1353
"730",-97.76,30.354,63.75,57.3278
"731",-97.872,30.483,61.5,61.837
"732",-97.601,30.419,57,57.656
"733",-97.006,28.836,44.38,51.5824
"734",-99.52,27.511,39.75,50.2649
"735",-73.251,42.897,19,35.3859
"736",-72.874,44.528,31.5,41.8393
"737",-77.059,38.857,48.63,50.5091
"738",-77.377,38.203,48.25,55.308
"739",-77.26,37.343,55.13,58.2242
"740",-77.594,37.359,55.88,56.5164
"741",-77.465,38.894,50.88,50.312
"742",-77.077,38.743,50.5,52.6797
"743",-77.106,38.773,51.5,50.3191
"744",-77.163,38.838,52.75,50.3191
"745",-77.199,38.932,53.13,51.1624
"746",-77.768,38.475,42.63,54.8156
"747",-78.081,39.283,43.25,52.2134
"748",-77.219,37.606,50.5,57.7918
"749",-77.4,37.558,52.63,57.2651
"750",-78.436,38.522,58.86,58.1055
"751",-78.505,38.663,47.88,56.9317
"752",-77.636,38.855,45,51.8023
"753",-79.884,37.286,59.13,58.7273
"754",-79.513,37.626,57.38,58.2174
"755",-77.37,38.483,48.88,53.0235
"756",-81.255,36.893,57.13,61.0878
"757",-77.045,38.811,45.37,50.7204
"758",-76.399,37.003,56.87,56.4164
"759",-76.439,36.903,57.38,55.358
"760",-76.731,36.667,54.62,57.5751
"761",-77.964,39.448,46.5,50.594
"762",-82.425,38.425,53,55.2038
"763",-80.633,37.908,61.88,60.5644
"764",-80.581,40.422,49.88,62.724
"765",-81.628,38.346,54.63,61.8244
"766",-79.921,39.649,46.88,60.1131
"767",-80.701,40.115,49.13,61.4992
"768",-81.552,39.324,55.38,61.103
"769",-90.699,46.615,41.5,48.2141
"770",-87.909,44.53,50.75,49.1154
"771",-89.109,43.314,49.5,50.3178
"772",-89.357,43.101,50.13,49.3321
"773",-88.528,43.435,52,53.6346
"774",-86.994,45.238,61.5,63.4431
"775",-88.422,43.688,51.38,51.3006
"776",-88.812,43.001,50.88,52.1423
"777",-87.811,42.505,56.38,49.6704
"778",-87.506,44.443,50.38,55.6329
"779",-87.616,44.139,51.88,56.822
"780",-89.77,44.707,46.75,51.5169
"781",-87.933,43.017,47.38,52.9401
"782",-87.912,43.061,50.63,44.5559
"783",-87.884,43.075,52.25,44.5559
"784",-88.006,43.093,52.5,52.1911
"785",-87.901,43.181,52.13,49.4428
"786",-89.632,45.678,49.63,48.7873
"787",-88.396,44.307,49.5,51.8218
"788",-87.921,43.343,50.25,51.2557
"789",-87.81,43.498,48.25,50.3799
"790",-87.799,42.714,52.13,52.2889
"791",-89.015,42.529,49.13,49.864
"792",-92.662,45.124,47.88,50.7248
"793",-89.68,43.436,51.63,49.7174
"794",-87.716,43.667,53.38,50.3982
"795",-90.568,43.702,52,50.8616
"796",-89.654,46.048,50.5,49.1555
"797",-88.499,42.58,54.38,52.4266
"798",-88.22,43.327,49.63,51.5173
"799",-88.232,43.004,53.25,53.0661
"800",-88.215,43.02,52.13,53.0661
