"","Longitude","Latitude","cmaq"
"1",-80.6360621212121,25.3318635353535,41.7489
"2",-80.6360621212121,25.5852503030303,45.3017
"3",-81.2337226262626,25.8386370707071,49.3096
"4",-80.6360621212121,25.8386370707071,47.8977
"5",-97.9682167676768,26.0920238383838,39.8433
"6",-97.3705562626263,26.0920238383838,36.4704
"7",-81.2337226262626,26.0920238383838,47.4471
"8",-80.6360621212121,26.0920238383838,48.3416
"9",-98.5658772727273,26.3454106060606,47.0818
"10",-97.9682167676768,26.3454106060606,41.8056
"11",-97.3705562626263,26.3454106060606,35.9586
"12",-81.8313831313131,26.3454106060606,51.1171
"13",-81.2337226262626,26.3454106060606,47.6522
"14",-80.6360621212121,26.3454106060606,48.645
"15",-99.1635377777778,26.5987973737374,50.0616
"16",-98.5658772727273,26.5987973737374,50.6232
"17",-97.9682167676768,26.5987973737374,42.656
"18",-81.8313831313131,26.5987973737374,54.9135
"19",-81.2337226262626,26.5987973737374,48.9449
"20",-80.6360621212121,26.5987973737374,50.9665
"21",-99.1635377777778,26.8521841414141,52.8194
"22",-98.5658772727273,26.8521841414141,50.8112
"23",-97.9682167676768,26.8521841414141,39.2989
"24",-97.3705562626263,26.8521841414141,36.0228
"25",-81.8313831313131,26.8521841414141,48.4596
"26",-81.2337226262626,26.8521841414141,50.7809
"27",-80.6360621212121,26.8521841414141,50.8815
"28",-99.1635377777778,27.1055709090909,53.9681
"29",-98.5658772727273,27.1055709090909,47.9352
"30",-97.9682167676768,27.1055709090909,38.7972
"31",-82.4290436363636,27.1055709090909,54.8755
"32",-81.8313831313131,27.1055709090909,49.6575
"33",-81.2337226262626,27.1055709090909,51.1035
"34",-80.6360621212121,27.1055709090909,51.1504
"35",-99.1635377777778,27.3589576767677,51.8475
"36",-98.5658772727273,27.3589576767677,47.9272
"37",-97.9682167676768,27.3589576767677,39.6249
"38",-82.4290436363636,27.3589576767677,52.0653
"39",-81.8313831313131,27.3589576767677,50.4203
"40",-81.2337226262626,27.3589576767677,51.1437
"41",-80.6360621212121,27.3589576767677,49.7258
"42",-99.1635377777778,27.6123444444444,52.7674
"43",-98.5658772727273,27.6123444444444,49.3393
"44",-97.9682167676768,27.6123444444444,43.7
"45",-97.3705562626263,27.6123444444444,38.2723
"46",-82.4290436363636,27.6123444444444,56.9968
"47",-81.8313831313131,27.6123444444444,49.2428
"48",-81.2337226262626,27.6123444444444,48.5317
"49",-80.6360621212121,27.6123444444444,49.8364
"50",-99.1635377777778,27.8657312121212,53.1784
"51",-98.5658772727273,27.8657312121212,49.8991
"52",-97.9682167676768,27.8657312121212,47.1309
"53",-81.8313831313131,27.8657312121212,51.4346
"54",-81.2337226262626,27.8657312121212,48.63
"55",-80.6360621212121,27.8657312121212,49.5545
"56",-99.1635377777778,28.119117979798,54.6481
"57",-98.5658772727273,28.119117979798,56.6233
"58",-97.9682167676768,28.119117979798,56.5266
"59",-97.3705562626263,28.119117979798,46.6797
"60",-96.7728957575758,28.119117979798,40.5739
"61",-82.4290436363636,28.119117979798,53.3778
"62",-81.8313831313131,28.119117979798,61.6172
"63",-81.2337226262626,28.119117979798,51.0644
"64",-80.6360621212121,28.119117979798,51.243
"65",-99.1635377777778,28.3725047474747,55.6357
"66",-98.5658772727273,28.3725047474747,58.5053
"67",-97.9682167676768,28.3725047474747,54.2831
"68",-97.3705562626263,28.3725047474747,49.6252
"69",-82.4290436363636,28.3725047474747,54.4011
"70",-81.8313831313131,28.3725047474747,60.9077
"71",-81.2337226262626,28.3725047474747,53.4765
"72",-99.1635377777778,28.6258915151515,55.88
"73",-98.5658772727273,28.6258915151515,57.4662
"74",-97.9682167676768,28.6258915151515,54.4795
"75",-97.3705562626263,28.6258915151515,50.6429
"76",-96.7728957575758,28.6258915151515,49.1417
"77",-96.1752352525253,28.6258915151515,46.3305
"78",-82.4290436363636,28.6258915151515,54.5743
"79",-81.8313831313131,28.6258915151515,57.1077
"80",-81.2337226262626,28.6258915151515,52.4228
"81",-80.6360621212121,28.6258915151515,51.3422
"82",-99.1635377777778,28.8792782828283,55.5806
"83",-98.5658772727273,28.8792782828283,55.6412
"84",-97.9682167676768,28.8792782828283,54.4826
"85",-97.3705562626263,28.8792782828283,53.63
"86",-96.7728957575758,28.8792782828283,50.0429
"87",-96.1752352525253,28.8792782828283,48.4912
"88",-95.5775747474747,28.8792782828283,46.3474
"89",-82.4290436363636,28.8792782828283,56.384
"90",-81.8313831313131,28.8792782828283,53.3752
"91",-81.2337226262626,28.8792782828283,54.2815
"92",-99.1635377777778,29.1326650505051,54.5394
"93",-98.5658772727273,29.1326650505051,54.7024
"94",-97.9682167676768,29.1326650505051,55.122
"95",-97.3705562626263,29.1326650505051,55.6452
"96",-96.7728957575758,29.1326650505051,51.7031
"97",-96.1752352525253,29.1326650505051,50.5703
"98",-95.5775747474747,29.1326650505051,50.4833
"99",-90.1986302020202,29.1326650505051,67.8936
"100",-82.4290436363636,29.1326650505051,56.102
"101",-81.8313831313131,29.1326650505051,53.3607
"102",-81.2337226262626,29.1326650505051,54.2389
"103",-99.1635377777778,29.3860518181818,53.6351
"104",-98.5658772727273,29.3860518181818,55.3686
"105",-97.9682167676768,29.3860518181818,55.5841
"106",-97.3705562626263,29.3860518181818,55.8465
"107",-96.7728957575758,29.3860518181818,52.6883
"108",-96.1752352525253,29.3860518181818,51.3866
"109",-95.5775747474747,29.3860518181818,54.3713
"110",-94.9799142424242,29.3860518181818,54.0405
"111",-90.7962907070707,29.3860518181818,62.6424
"112",-90.1986302020202,29.3860518181818,67.8424
"113",-89.6009696969697,29.3860518181818,74.4185
"114",-83.0267041414141,29.3860518181818,55.5371
"115",-82.4290436363636,29.3860518181818,57.3664
"116",-81.8313831313131,29.3860518181818,58.8791
"117",-81.2337226262626,29.3860518181818,52.7032
"118",-99.1635377777778,29.6394385858586,55.7531
"119",-98.5658772727273,29.6394385858586,60.0189
"120",-97.9682167676768,29.6394385858586,54.6878
"121",-97.3705562626263,29.6394385858586,55.3179
"122",-96.7728957575758,29.6394385858586,53.705
"123",-96.1752352525253,29.6394385858586,55.2072
"124",-95.5775747474747,29.6394385858586,64.6507
"125",-94.3822537373737,29.6394385858586,56.0657
"126",-92.5892722222222,29.6394385858586,63.464
"127",-91.3939512121212,29.6394385858586,60.5256
"128",-90.7962907070707,29.6394385858586,65.3548
"129",-90.1986302020202,29.6394385858586,67.0093
"130",-83.0267041414141,29.6394385858586,54.9016
"131",-82.4290436363636,29.6394385858586,59.3361
"132",-81.8313831313131,29.6394385858586,60.4456
"133",-81.2337226262626,29.6394385858586,52.2616
"134",-99.1635377777778,29.8928253535354,58.0582
"135",-98.5658772727273,29.8928253535354,58.6889
"136",-97.9682167676768,29.8928253535354,55.2729
"137",-97.3705562626263,29.8928253535354,55.3407
"138",-96.7728957575758,29.8928253535354,56.1031
"139",-96.1752352525253,29.8928253535354,58.436
