"V1","V2","V3","V4","V5"
-10,50,80,0,25
-2.18722569027645,8.31247829832768,36.7700763749536,28.2434138942556,41.2655481903746
-0.394854653168569,7.14599639632066,25.2747331667792,35.8896369557338,47.4755765719813
0.0794212180380312,8.58368537099253,21.5732247066779,38.3524471692366,49.4304754539432
0.183284955444328,9.27370021478535,20.3401397559521,39.2446375807932,49.8490004595731
0.203791720513659,9.5856612128373,19.9325407266709,39.5621261856499,49.9263489834177
0.212634385732388,9.77304768507813,19.7893337810189,39.6757547462427,49.924174846518
0.220539537158895,9.8984194034883,19.7325986854149,39.7177775755009,49.9136907055818
0.226768667639369,9.98603077610007,19.7039656624518,39.7329137540842,49.9097393100831
0.23128980461794,10.0498426110277,19.6857780844829,39.7369060293239,49.9116631719625
0.234484879251158,10.0977667403303,19.672737639019,39.7363039276876,49.9167594924765
0.236730076443246,10.1344049308746,19.6629455228028,39.734141859344,49.923055119932
0.238301661220025,10.1627611690868,19.6554311675551,39.7317578059687,49.9294230490767
0.239384922792417,10.1849645643857,19.6495571609962,39.7296515703289,49.9353046674292
0.240107899176162,10.2025488091336,19.6448814988784,39.7279512162596,49.940474352996
0.240567212469481,10.2166124734563,19.6411022651543,39.7266413758881,49.9448866603805
0.240839595494528,10.2279450501682,19.6380145267586,39.725661084336,49.9485851362263
0.240985301734181,10.2371239519111,19.6354760158174,39.7249420657966,49.9516506870045
0.241049549849182,10.2445823763109,19.6333834074047,39.7244226503061,49.9541740086377
0.241064483770226,10.2506538019132,19.6316577127969,39.724051933639,49.9562420862293
0.241051772253334,10.255600487534,19.6302359161296,39.7237899705858,49.9579325208535
0.241025300177584,10.259631926562,19.6290663165557,39.7236064303058,49.9593119301916
0.240993515969751,10.2629172124178,19.6281058687018,39.7234788090341,49.9604362840903
0.240961260490066,10.2655937080766,19.6273185353488,39.7233906930101,49.9613520305552
0.240931085338011,10.2677734075766,19.6266741398327,39.7233302663304,49.9620974421636
0.240904150777891,10.2695477879767,19.6261474735294,39.7232891113728,49.9627039237572
0.24088081092143,10.2709916190289,19.6257175501233,39.7232612829857,49.963197180064
0.240860981072436,10.2721660144411,19.6253669615784,39.7232426131933,49.9635982166898
0.240844360286371,10.2731209065181,19.625081317178,39.7232301990392,49.9639241803633
0.240830561124067,10.273897067818,19.6248487565716,39.7232220307536,49.9641890563528
0.240819181717336,10.2745277690036,19.6246595304039,39.7232167248322,49.964404243777
0.240809843003078,10.2750401404872,19.6245056423474,39.7232133341768,49.964579028531
0.240802205573833,10.2754562910439,19.6243805460923,39.7232112140838,49.9647209712205
0.240795975051631,10.275794226275,19.6242788907268,39.7232099282799,49.9648362249174
0.240790901346496,10.2760686020253,19.6241963080974,39.723209183423,49.9649297951457
0.240786774944927,10.2762913417237,19.6241292361372,39.7232087836887,49.9650057524017
0.240783422016784,10.2764721416406,19.6240747726975,39.7232085994378,49.965067405729
0.240780699314246,10.2766188839493,19.6240305550342,39.7232085457028,49.9651174443775
0.2407784893577,10.2767379740642,19.6239946607305,39.7232085674823,49.9651580533316
