"1","2","3","4","5"
0.0274565399382992,10.6685558899288,19.659934419707,39.5427623872933,50.2221121733924
0.197201316310911,10.3843023810454,19.6009297969799,39.7290596444717,49.9926062357946
0.226949560940794,10.3233026437652,19.6035928075691,39.749959909936,49.9662818087647
0.233838803406551,10.3055959905781,19.6098388015136,39.7450129564613,49.9661952747981
0.236451261198099,10.2975661247315,19.6144397482139,39.7384520289976,49.9678494511971
0.237963642597104,10.2924985832262,19.6174531166974,39.7335806203762,49.9685225786312
0.238952337980126,10.2888752169544,19.6193964016136,39.730245366372,49.9684820289754
0.239600452574795,10.2861898566071,19.6206640700341,39.7279846832409,49.9681243237816
0.240018886191103,10.2841734869973,19.6215109793833,39.7264500050171,49.967676670428
0.240285980371511,10.2826461450716,19.6220936782976,39.7254065956612,49.9672442020935
0.240455586471151,10.2814798773282,19.6225067885207,39.7246971676546,49.9668669675596
0.240563300117556,10.2805824828843,19.622807775794,39.7242153244624,49.9665540545764
0.240632018678417,10.2798870746969,19.6230322092659,39.7238885873988,49.96630135324
0.240676225772938,10.2793447445741,19.6232027230321,39.7236674305759,49.9661001782207
0.240704995811354,10.278919400145,19.6233341872881,39.7235180030337,49.9659411644359
0.240723989686652,10.2785841498049,19.6234366964501,39.7234172002173,49.9658158352616
0.240736738118089,10.278318768556,19.6235173190238,39.7233492882315,49.9657170821873
0.240745450404807,10.2781079101902,19.6235811440801,39.723303580369,49.9656391720148
0.240751517689254,10.2779398346348,19.6236319235862,39.7232728368784,49.9655775762387
0.240755823824474,10.2778054930027,19.623672478387,39.7232521648798,49.9655287563337
0.240758936764115,10.2776978631762,19.6237049628688,39.7232382644677,49.9654899605429
